,id,created_at,name,followers_count,full_text,favorite_count,retweet_count,flag
477,1113502751038824450,2019-04-03 18:05:18,Anikabsas,442,RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…,0,193,Kirchner
478,1113502650035855360,2019-04-03 18:04:54,E_E_Soaje,84,"Otro Tribunal Oral autorizó a Florencia Kirchner a quedarse en Cuba hasta el 15 de abril, pero este jueves vence un plazo para su regreso https://t.co/UhNQ5RR3wB",0,0,Kirchner
479,1113502639864598531,2019-04-03 18:04:51,TejedajeJorge,211,"RT @noticiasrevista: #Opinión: Macri “gato” contra la bolsa de gatos peronista  

Por @SantamarinaSilv 

https://t.co/axnwQO9Cn4",0,4,Kirchner
480,1113502547560554507,2019-04-03 18:04:29,telfono_celular,898,"RT @GFrondizi: CONFIRMADO FLORENCIA KIRCHNER CONSIGUE ZAFAR HASTA DICIEMBRE NO VENIR A ARGENTINA HASTA Q TENGA FUEROS
QUIERO EL JUICIO POLI…",0,342,Kirchner
481,1113502504417935361,2019-04-03 18:04:19,hbonanata,4000,Otro tribunal que juzga a Florencia Kirchner la autorizó a quedarse en Cuba hasta el 15 de abril https://t.co/UfQd03UG5N vía @HBonanata,0,0,Kirchner
482,1113502459815763968,2019-04-03 18:04:08,Aliceallenok,1814,"RT @Victori31014324: ¿Losteau Candidato?
Viernes 29 de febrero de 2008 Guillermo Moreno le presentó a Néstor Kirchner la idea de imponer a…",0,33,Kirchner
483,1113502430145273857,2019-04-03 18:04:01,marcela_fandino,14,RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…,0,193,Kirchner
484,1113502381470310400,2019-04-03 18:03:50,kututubsas,80,"RT @ClaudioScaletta: El pibe habla de los Panama Papers y pone el nombre Kirchner. Te menosprecian globoludo.
https://t.co/x9KejuBMwQ",0,10,Kirchner
485,1113502370049286146,2019-04-03 18:03:47,berenice_debora,5556,RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…,0,193,Kirchner
486,1113502294648217601,2019-04-03 18:03:29,SantamarinaSilv,1375,"RT @noticiasrevista: #Opinión: Macri “gato” contra la bolsa de gatos peronista  

Por @SantamarinaSilv 

https://t.co/axnwQO9Cn4",0,4,Kirchner
487,1113502281586974720,2019-04-03 18:03:26,jananuraga,17,"@fadlizon TAIK LU CHONK CHONK. Bahasa lu tuh yang commie... KOMPRADOR.... bahasa standar losers macem che guevarra, fidel castro, hugo chavez, nicolas maduro, peron, kirchner, basically ""populis amerika latin"". They ruin their country. TAIK LU AH.",0,0,Kirchner
488,1113502208841138176,2019-04-03 18:03:09,pcoccari,66,"RT @rermultimedia: El Tribunal Oral Federal 8 que entiende en el caso Hotesur, le permitió a la hija de la ex Presidente, Florencia Kirchne…",0,24,Kirchner
489,1113502194605621251,2019-04-03 18:03:05,teclapatagonia,7063,Un tribunal permite a Florencia Kirchner permanecer en Cuba https://t.co/jhMFOb3uO3,0,0,Kirchner
490,1113502183494955008,2019-04-03 18:03:03,JuliaHuarte1,819,RT @miuffff: me quiero tatuar en el qlo pero que vergüenza cuando me tengan que poner un inyectable tener la cara de cristina fernandez de…,0,2,Kirchner
491,1113502177992089600,2019-04-03 18:03:01,RGuer16,75,"RT @claudiosavoia: La ""grieta"" de la enfermedad de Florencia Kirchner: ¿linfedema o estrés? - https://t.co/I4aNzLJS2i",0,29,Kirchner
492,1113502171952058368,2019-04-03 18:03:00,noticiasrevista,265715,"#Opinión: Macri “gato” contra la bolsa de gatos peronista  

Por @SantamarinaSilv 

https://t.co/axnwQO9Cn4",4,4,Kirchner
493,1113502010110816256,2019-04-03 18:02:21,oscarfreddi,90,"RT @elcoya1977: ATENCIÓN!!!

Otro TRIBUNAL autorizó a que FLORENCIA KIRCHNER regrese el 15 de abril de CUBA.

Es el tribunal de la causa HO…",0,464,Kirchner
494,1113501981186908161,2019-04-03 18:02:14,MarianoVe80,411,"RT @gabiestevezok: Este es el juez Martínez Sobrino, que en 2017 concedió prisión domiciliaria a Etchecolatz ""por su estado físico delicado…",0,335,Kirchner
495,1113501929924173829,2019-04-03 18:02:02,Kirchner_Lab,93,"RT @Schnuerchlab: Celebrating the first successful day at our COST CHAOS meeting in Aiya Napa, Cyprus https://t.co/ls2curQpGd",0,1,Kirchner
496,1113501911481757697,2019-04-03 18:01:58,RafaMoyanoMza,1351,"Gracias Cristina Fernandez de Kirchner por tu mensaje de apoyo a nuestra precandidata a gobernadora. 

 #HayOtroCamino para volver a ayudar a ordenar la vida de los mendocinos y las mendocinas que tan mal... https://t.co/UJ0zUu97cz",1,0,Kirchner
497,1113501908520534017,2019-04-03 18:01:57,ANDATEMESSI,1089,"CHE ES POSTA Q EL ULTRA K ZAFFARONI Y SU GENTE Q ESTA EN LA JUSTICIA ESTA IMPIDIENDO QUE SE AVANCE EN LA CAUSA DOPING CONTRA RIBER PLAY, Y METE MUCHAS TRABAS POR ORDEN CRISTINA KIRCHNER, Y TAMBIEN MACRI ESTA COLABORANDO.

MANGA DE MISERABLES LOS POLITICOS PROTEGIENDO A LA MAFIA",1,1,Kirchner
498,1113501886190108672,2019-04-03 18:01:52,RolandoDegrego1,217,"RT @gabiestevezok: Este es el juez Martínez Sobrino, que en 2017 concedió prisión domiciliaria a Etchecolatz ""por su estado físico delicado…",0,335,Kirchner
499,1113501836336672773,2019-04-03 18:01:40,anichechu,209,https://t.co/h0NbTkyvBd,0,0,Kirchner
500,1113501818104025092,2019-04-03 18:01:35,renegadomariano,326,RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…,0,193,Kirchner
501,1113501799858737153,2019-04-03 18:01:31,marceatalla,1439,Cuando TRABAJARÁN en equipo y misma sintonia ? Otro tribunal que juzga a Florencia Kirchner la autorizó a quedarse en Cuba hasta el 15 de abril https://t.co/AxIRYRRqTJ,1,0,Kirchner
502,1113501790920749060,2019-04-03 18:01:29,F_Fichajes,4154,"Vamos con una encuesta política:

Si las #elecciones presidenciales fueran hoy, ¿A quién votarías?

#Macri #Cristina #Kirchner #Lavagna #Massa #Espert #Tinelli",0,0,Kirchner
503,1113501788232196096,2019-04-03 18:01:28,Diego00008,3397,RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…,0,193,Kirchner
504,1113501784780283905,2019-04-03 18:01:28,anetcheg,91,RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…,0,193,Kirchner
505,1113501773317189638,2019-04-03 18:01:25,susytelahotmai1,92,RT @serewhitena1617: Y esos jueces impresentables son los que juzgan la causa Hotesur ahora ya sabemos que en esa causa los Kirchner zafan…,0,1,Kirchner
506,1113501742065496065,2019-04-03 18:01:17,indianapolis_53,1974,RT @gusdetaxiamigo: #CarrioAIndagatoriaYa ansiosos esperando que mañana se presente Florencia Kirchner. https://t.co/wXf1a129QY,0,1,Kirchner
507,1113501716228521984,2019-04-03 18:01:11,TRIBUNALICIA,929,"RT @jesusleguiza: Porqué tanto bardo ahora ?

Cómo dejaron el índice de pobreza cuando terminaron sus Presidencias:

Alfonsín:       39,8 o…",0,372,Kirchner
508,1113501711384174597,2019-04-03 18:01:10,NahuelV96639688,8,"RT @Kicillofok: VIERNES 05/04 - #AxelEnTejedor

Este viernes a las 15:30 hs nos encontramos en la Plazoleta del Barrio Néstor Kirchner para…",0,117,Kirchner
509,1113501701150056448,2019-04-03 18:01:08,maria_agobn,1007,RT @Gregoriodalbon: Cúneo Libarona reconoce la persecución a Florencia Kirchner https://t.co/c8cq3aW0nE vía @NotiPortal,0,241,Kirchner
510,1113501691477938176,2019-04-03 18:01:05,EMenrath,2240,RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…,0,193,Kirchner
511,1113501651355279360,2019-04-03 18:00:56,AnaTinder,780,@claritalomm_ Bueno... en la provincia de Buenos Aires Cristina Fernández de Kirchner y su espacio Unidad Ciudadana arrasaron en las cárceles bonaerenses 🤭☄️🦖😂😂😂😂😂😂😂,0,0,Kirchner
512,1113501651183251457,2019-04-03 18:00:56,telarimo65,343,"@dolce_mdq Esta mujer de haber existido justicia en la Argentina, debería estar ""internada"" en una clínica CUBANA, junto a Florencia KIRCHNER. Pero estamos en ARGENTINA",0,0,Kirchner
513,1113501601749241856,2019-04-03 18:00:44,MabelitaReynoso,548,"RT @gabiestevezok: Este es el juez Martínez Sobrino, que en 2017 concedió prisión domiciliaria a Etchecolatz ""por su estado físico delicado…",0,335,Kirchner
514,1113501543809134592,2019-04-03 18:00:30,hernanalem,528,RT @acla30deoctubre: https://t.co/j3Mw9QZ7bE,0,2,Kirchner
515,1113501534569095168,2019-04-03 18:00:28,GabiPincemin,3393,RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…,0,193,Kirchner
516,1113501464985522176,2019-04-03 18:00:11,Haceinstantes,183298,Un Tribunal autorizó a Florencia Kirchner a quedarse en Cuba hasta el 15 de abril: https://t.co/tL7fnLmKDH https://t.co/eCk0aL0zo3,0,0,Kirchner
517,1113501401748004865,2019-04-03 17:59:56,shiftbull,515,"RT @arilijalad: “Acá hay una forma de apriete. Te piden tirar mierda para arriba. Declará como arrepentido y te vas a tu casa mañana”, cont…",0,74,Kirchner
518,1113501400661676034,2019-04-03 17:59:56,NorOlabe,98,"RT @Kicillofok: VIERNES 05/04 - #AxelEnTejedor

Este viernes a las 15:30 hs nos encontramos en la Plazoleta del Barrio Néstor Kirchner para…",0,117,Kirchner
519,1113501360639619072,2019-04-03 17:59:46,Doramiriamsosa2,37,RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…,0,193,Kirchner
520,1113501294474481664,2019-04-03 17:59:31,tanometralleta,127,RT @WasonJackNapier: Si Florencia Kirchner tiene stress post-traumático no me quiero imaginar lo que padecerán las hijas del fiscal Nisman…,0,328,Kirchner
521,1113501270860533762,2019-04-03 17:59:25,CeciBsAs2015,44,"@gvicenteprieto @bartolomerulli Desde el 2008 Cristina Kirchner aumentó la pobreza, ella misma destruyó lo que se hizo, no existían datos oficiales éramos Canadá y Australia, se persiguió a periodistas, se usó recursos de la Anses para el fútbol y cuestiones partidarios. 
Por eso ninguno me engaña más.",0,0,Kirchner
522,1113501238434377728,2019-04-03 17:59:17,Charly_S_,110,RT @todonoticias: [ÚLTIMA NOTICIA] Otro tribunal autoriza a Florencia Kirchner a volver a Cuba el próximo 15 de abril. Es el tribunal que t…,0,14,Kirchner
523,1113501194121510912,2019-04-03 17:59:07,Pdr596Ruben,114,"RT @Dariososta: 🇦🇷️ MUJERES DE MALVINAS .....
En la guerra de Malvinas hubo 17 mujeres.
No fueron consideradas veteranas de guerra Y nadie…",0,21,Kirchner
524,1113501186924187652,2019-04-03 17:59:05,tota_gus,145,"RT @Kicillofok: VIERNES 05/04 - #AxelEnTejedor

Este viernes a las 15:30 hs nos encontramos en la Plazoleta del Barrio Néstor Kirchner para…",0,117,Kirchner
525,1113501181647687680,2019-04-03 17:59:04,cacaalbuquerque,288,RT @P_droMenezes: Procure dados da Venezuela chavista ou da Argentina de Kirchner e não encontrará boa parte dos mais importantes. Ambos ce…,0,199,Kirchner
526,1113501120637353985,2019-04-03 17:58:49,Mirtamontenegr3,406,RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…,0,193,Kirchner
527,1113501107479826432,2019-04-03 17:58:46,AliciaOliva14,149,"RT @elcoya1977: ATENCIÓN!!!

Otro TRIBUNAL autorizó a que FLORENCIA KIRCHNER regrese el 15 de abril de CUBA.

Es el tribunal de la causa HO…",0,464,Kirchner
528,1113501067084480513,2019-04-03 17:58:36,Elschiariti,534,"RT @elcoya1977: ATENCIÓN!!!

Otro TRIBUNAL autorizó a que FLORENCIA KIRCHNER regrese el 15 de abril de CUBA.

Es el tribunal de la causa HO…",0,464,Kirchner
529,1113501064379211781,2019-04-03 17:58:36,matiasramello,83,RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…,0,193,Kirchner
530,1113501044494016512,2019-04-03 17:58:31,RolandoDegrego1,217,RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…,0,193,Kirchner
531,1113501030866673664,2019-04-03 17:58:28,SebaGuerriero,215,"RT @arilijalad: “Acá hay una forma de apriete. Te piden tirar mierda para arriba. Declará como arrepentido y te vas a tu casa mañana”, cont…",0,74,Kirchner
532,1113501026877890560,2019-04-03 17:58:27,tota_gus,145,RT @acla30deoctubre: https://t.co/j3Mw9QZ7bE,0,2,Kirchner
533,1113500995072548864,2019-04-03 17:58:19,agustinmanuelse,27,"RT @Kicillofok: VIERNES 05/04 - #AxelEnTejedor

Este viernes a las 15:30 hs nos encontramos en la Plazoleta del Barrio Néstor Kirchner para…",0,117,Kirchner
534,1113500983932411904,2019-04-03 17:58:17,org_carrizo,14,"RT @PissanoV: A ver gente, ustedes tienen idea de la gravedad que tiene el hecho de que Julio De Vido se presente en las listas de diputado…",0,1127,Kirchner
535,1113500968124076034,2019-04-03 17:58:13,BetoFrank17,1452,RT @Andres84752889: Este viejo con cara de ángel es quien quiere poner preso a Florencia Kirchner bajo la orden del gobierno de Macri 👇👇✌️…,0,11,Kirchner
536,1113500946510823424,2019-04-03 17:58:08,pvargasj,31,"@safer_sigloXXI @eldestapeweb No se puede calcular algo que no se sabe siquiera que existe... hablas de que los Kirchner se robaron algo, ¿dónde está ese dinero? Es como si yo te acusara de asesinato sin que exista cadáver! Es un delito imposible!",0,0,Kirchner
537,1113500943637782529,2019-04-03 17:58:07,NorAlfonso,286,RT @Gregoriodalbon: Cúneo Libarona reconoce la persecución a Florencia Kirchner https://t.co/c8cq3aW0nE vía @NotiPortal,0,241,Kirchner
538,1113500913392594945,2019-04-03 17:58:00,Tonga_Arman80,267,"RT @FernandezAnibal: ""Hasta Cúneo Libarona reconoce la persecución a Florencia Kirchner""
Luego del rechazo del TOF 5 para extender el trata…",0,190,Kirchner
539,1113500911031193601,2019-04-03 17:57:59,Fernand78410708,29,RT @WasonJackNapier: Si Florencia Kirchner tiene stress post-traumático no me quiero imaginar lo que padecerán las hijas del fiscal Nisman…,0,328,Kirchner
540,1113500871839571970,2019-04-03 17:57:50,PlataformaAhora,4690,Autorizan a Florencia Kirchner quedarse en Cuba hasta el 15 de abril https://t.co/5OCylsCQ7j,0,0,Kirchner
541,1113500865246183426,2019-04-03 17:57:48,adrian_gonz,277,"RT @gabiestevezok: Este es el juez Martínez Sobrino, que en 2017 concedió prisión domiciliaria a Etchecolatz ""por su estado físico delicado…",0,335,Kirchner
542,1113500861836288000,2019-04-03 17:57:47,NorAlfonso,286,"RT @motoreco_ok: De la periodista Stella Calloni a CFK

CARTA DE UNA MUJER A OTRA

Querida Senadora y ex presidenta Cristina Fernández de K…",0,266,Kirchner
543,1113500847122595841,2019-04-03 17:57:44,MPaulaWilde,588,RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…,0,193,Kirchner
544,1113500823856865282,2019-04-03 17:57:38,hernanalem,528,RT @acla30deoctubre: https://t.co/16haJSAtpn,0,2,Kirchner
545,1113500753694425090,2019-04-03 17:57:22,juandesaparecid,290,"RT @santosjorgeh: Nuestra inexistente justicia. Otro tribunal oral, el que la juzgará por Hotesur, autorizó a Florencia Kirchner a quedarse…",0,55,Kirchner
546,1113500748824887298,2019-04-03 17:57:21,eloisayavelardo,92,"RT @gabiestevezok: Este es el juez Martínez Sobrino, que en 2017 concedió prisión domiciliaria a Etchecolatz ""por su estado físico delicado…",0,335,Kirchner
547,1113500745523957760,2019-04-03 17:57:20,aanzillotti,1659,"RT @halconada: A tres años de la difusión de los #PanamaPapers, la Argentina ya recuperó US$ 104 millones, cifra que subiría otros US$ 70 m…",0,69,Kirchner
548,1113500721503178752,2019-04-03 17:57:14,MononaGuerra,1028,RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…,0,193,Kirchner
549,1113500693267124225,2019-04-03 17:57:07,NAdrianLara,93,"RT @gabiestevezok: Este es el juez Martínez Sobrino, que en 2017 concedió prisión domiciliaria a Etchecolatz ""por su estado físico delicado…",0,335,Kirchner
550,1113500672119451650,2019-04-03 17:57:02,DanielPuerto19,124,"RT @LaProvinciaBsAs: UÑAC DIJO QUE CRISTINA KIRCHNER DEBE TENER ""UN ROL TRASCENDENTE"" Y NO DESCARTÓ INTERNAS EN EL PERONISMO | Grupo La Pro…",0,1,Kirchner
551,1113500669590364165,2019-04-03 17:57:02,sericlaudio_1,6,"RT @Kicillofok: VIERNES 05/04 - #AxelEnTejedor

Este viernes a las 15:30 hs nos encontramos en la Plazoleta del Barrio Néstor Kirchner para…",0,117,Kirchner
552,1113500649734459392,2019-04-03 17:56:57,DanielPuerto19,124,"RT @LaProvinciaBsAs: UÑAC DIJO QUE CRISTINA KIRCHNER DEBE TENER ""UN ROL TRASCENDENTE"" Y NO DESCARTÓ INTERNAS EN EL PERONISMO | Grupo La Pro…",0,1,Kirchner
553,1113500614581993477,2019-04-03 17:56:49,SusanaG88047385,91,"RT @santosjorgeh: Nuestra inexistente justicia. Otro tribunal oral, el que la juzgará por Hotesur, autorizó a Florencia Kirchner a quedarse…",0,55,Kirchner
554,1113500613105606658,2019-04-03 17:56:48,Cris75560650,194,"RT @elcoya1977: ATENCIÓN!!!

Otro TRIBUNAL autorizó a que FLORENCIA KIRCHNER regrese el 15 de abril de CUBA.

Es el tribunal de la causa HO…",0,464,Kirchner
555,1113500581799317505,2019-04-03 17:56:41,maryunfuhrer,5015,RT @LilianaLucko: Lo de Florencia Kirchner es tragicomico!un mamarracho total! Unos la autorizan; otros tribunales no! Circo total! Circo!…,0,3,Kirchner
556,1113500524165390338,2019-04-03 17:56:27,adriangemmink,462,"RT @elcoya1977: ATENCIÓN!!!

Otro TRIBUNAL autorizó a que FLORENCIA KIRCHNER regrese el 15 de abril de CUBA.

Es el tribunal de la causa HO…",0,464,Kirchner
557,1113500492229959681,2019-04-03 17:56:19,Constan37397144,360,RT @majulluis: ATENTI. Ya le desarmamos 4 OPERACIONES SUCIAS. HOY DESARMAMOS OTRA: EL OPERATIVO BLINDAJE PARA QUE @CFKargentina NO SE SIENT…,0,193,Kirchner
558,1113500405999259648,2019-04-03 17:55:59,Alacran60,307,"El cálculo sobre probabilidad de caer sorteado en Comodoro Py, @CorteSupremaAR sobre 12 jueces de 1ra instancia, 9 CAUSAS de Cristina Fernández de Kirchner en un solo juzgado (INCREÍBLE) https://t.co/TdliY1fYd7",0,0,Kirchner
559,1113500400043339776,2019-04-03 17:55:57,SusanaG88047385,91,"RT @elcoya1977: ATENCIÓN!!!

Otro TRIBUNAL autorizó a que FLORENCIA KIRCHNER regrese el 15 de abril de CUBA.

Es el tribunal de la causa HO…",0,464,Kirchner
560,1113500376903426051,2019-04-03 17:55:52,EpitafioDeSicil,1216,Me pasan cosas fuertes con Florencia Kirchner,6,0,Kirchner
561,1113500345517449216,2019-04-03 17:55:44,Alejand08353891,51,"RT @elcoya1977: ATENCIÓN!!!

Otro TRIBUNAL autorizó a que FLORENCIA KIRCHNER regrese el 15 de abril de CUBA.

Es el tribunal de la causa HO…",0,464,Kirchner
562,1113500330774417408,2019-04-03 17:55:41,Gusano761,5,"RT @motoreco_ok: La brillante periodista Stella Calloni le ha enviado una carta abierta a la ex presidenta, Cristina Fernández de Kirchner…",0,140,Kirchner
563,1113500297891131392,2019-04-03 17:55:33,Andy_pm19,6,RT @todonoticias: [AMPLIAMOS] Otro tribunal que investiga a Florencia Kirchner la autorizó a quedarse en Cuba pero debe volver por Los Sauc…,0,8,Kirchner
564,1113500277338976256,2019-04-03 17:55:28,Patricio14318,172,"RT @gabiestevezok: Este es el juez Martínez Sobrino, que en 2017 concedió prisión domiciliaria a Etchecolatz ""por su estado físico delicado…",0,335,Kirchner
